Order_ID,Order_Date,Year,Month,Month_Name,Year_Month,Customer_Name,Segment,Product_Name,Category,Region,Quantity,Discount,Sales,Profit,Profit_Margin_Pct,Sales_Band
ORD-00529,2024-02-04,2024,2,Feb,2024-02,Customer_130,Consumer,Monitor,Technology,East,1,0.2,13662.9,262.65,1.92,Medium
ORD-01233,2024-02-05,2024,2,Feb,2024-02,Customer_272,Consumer,Pen Set,Office Supplies,West,5,0.1,869.08,173.33,19.94,Low
ORD-00397,2024-02-05,2024,2,Feb,2024-02,Customer_107,Corporate,Webcam,Technology,North,5,0.15,12785.82,1278.46,10.0,Medium
ORD-00173,2024-02-06,2024,2,Feb,2024-02,Customer_146,Corporate,Office Chair,Furniture,East,3,0.05,25232.71,3003.52,11.9,Medium
ORD-00753,2024-02-06,2024,2,Feb,2024-02,Customer_261,Consumer,Pen Set,Office Supplies,South,7,0.25,943.19,4.67,0.5,Low
ORD-00118,2024-02-06,2024,2,Feb,2024-02,Customer_089,Corporate,Monitor,Technology,East,1,0.15,16328.91,1922.33,11.77,Medium
ORD-00213,2024-02-07,2024,2,Feb,2024-02,Customer_141,Home Office,Stapler,Office Supplies,East,1,0.2,238.83,31.44,13.16,Low
ORD-00295,2024-02-07,2024,2,Feb,2024-02,Customer_080,Home Office,Laptop,Technology,North,7,0.1,375978.47,52120.61,13.86,Very High
ORD-00727,2024-02-07,2024,2,Feb,2024-02,Customer_125,Home Office,Bookshelf,Furniture,South,1,0.2,6292.88,-383.01,-6.09,Low
ORD-00911,2024-02-07,2024,2,Feb,2024-02,Customer_212,Home Office,Table,Furniture,South,3,0.05,37541.71,5665.9,15.09,Medium
ORD-00631,2024-02-08,2024,2,Feb,2024-02,Customer_046,Corporate,Desk,Furniture,East,2,0.05,30068.83,4042.6,13.44,Medium
ORD-00663,2024-02-08,2024,2,Feb,2024-02,Customer_207,Consumer,Stapler,Office Supplies,West,1,0.0,283.26,84.2,29.73,Low
ORD-00166,2024-02-08,2024,2,Feb,2024-02,Customer_131,Consumer,Laptop,Technology,East,1,0.2,47162.32,618.95,1.31,Medium
ORD-01079,2024-02-09,2024,2,Feb,2024-02,Customer_003,Consumer,Bookshelf,Furniture,South,5,0.2,33096.19,-280.09,-0.85,Medium
ORD-00732,2024-02-09,2024,2,Feb,2024-02,Customer_187,Corporate,Stapler,Office Supplies,West,5,0.05,1405.52,335.66,23.88,Low
ORD-00999,2024-02-09,2024,2,Feb,2024-02,Customer_018,Consumer,Mouse,Technology,West,4,0.0,4567.35,888.83,19.46,Low
ORD-01486,2024-02-09,2024,2,Feb,2024-02,Customer_271,Consumer,Bookshelf,Furniture,North,5,0.2,34735.51,120.46,0.35,Medium
ORD-00404,2024-02-09,2024,2,Feb,2024-02,Customer_295,Home Office,Stapler,Office Supplies,East,7,0.2,1668.31,200.47,12.02,Low
ORD-00815,2024-02-09,2024,2,Feb,2024-02,Customer_030,Home Office,Folders,Office Supplies,East,1,0.0,231.38,64.3,27.79,Low
ORD-00074,2024-02-10,2024,2,Feb,2024-02,Customer_101,Consumer,Folders,Office Supplies,West,4,0.0,847.25,225.38,26.6,Low
ORD-00449,2024-02-11,2024,2,Feb,2024-02,Customer_113,Corporate,Table,Furniture,East,1,0.05,12430.24,1275.23,10.26,Medium
ORD-01104,2024-02-11,2024,2,Feb,2024-02,Customer_257,Consumer,Table,Furniture,South,6,0.1,69822.28,7397.57,10.59,High
ORD-00062,2024-02-11,2024,2,Feb,2024-02,Customer_279,Home Office,Webcam,Technology,North,7,0.2,17465.69,-23.8,-0.14,Medium
ORD-01410,2024-02-12,2024,2,Feb,2024-02,Customer_001,Consumer,Table,Furniture,East,5,0.2,52261.11,-3127.47,-5.98,High
ORD-01137,2024-02-12,2024,2,Feb,2024-02,Customer_204,Home Office,Webcam,Technology,North,6,0.05,16266.72,3333.14,20.49,Medium
ORD-01074,2024-02-13,2024,2,Feb,2024-02,Customer_215,Corporate,Printer Paper,Office Supplies,South,4,0.1,1740.01,328.8,18.9,Low
ORD-01178,2024-02-13,2024,2,Feb,2024-02,Customer_299,Home Office,Pen Set,Office Supplies,West,2,0.1,352.76,78.05,22.13,Low
ORD-00530,2024-02-14,2024,2,Feb,2024-02,Customer_100,Consumer,Stapler,Office Supplies,East,5,0.15,1259.45,172.63,13.71,Low
ORD-00964,2024-02-14,2024,2,Feb,2024-02,Customer_029,Consumer,Keyboard,Technology,South,7,0.0,17888.11,3906.51,21.84,Medium
ORD-00321,2024-02-14,2024,2,Feb,2024-02,Customer_077,Consumer,Desk,Furniture,West,4,0.1,50727.16,5389.46,10.62,High
ORD-01200,2024-02-14,2024,2,Feb,2024-02,Customer_165,Corporate,Headphones,Technology,South,5,0.2,15351.41,29.65,0.19,Medium
ORD-00459,2024-02-15,2024,2,Feb,2024-02,Customer_029,Consumer,Laptop,Technology,North,7,0.05,449649.86,71879.38,15.99,Very High
ORD-00751,2024-02-15,2024,2,Feb,2024-02,Customer_242,Consumer,Keyboard,Technology,East,1,0.2,2150.33,36.64,1.7,Low
ORD-00207,2024-02-16,2024,2,Feb,2024-02,Customer_171,Consumer,Office Chair,Furniture,West,2,0.25,13600.49,-1419.26,-10.44,Medium
ORD-00201,2024-02-16,2024,2,Feb,2024-02,Customer_094,Home Office,Printer Paper,Office Supplies,West,3,0.05,1227.62,262.65,21.4,Low
ORD-01462,2024-02-16,2024,2,Feb,2024-02,Customer_159,Consumer,Office Chair,Furniture,South,4,0.2,27847.92,-182.67,-0.66,Medium
ORD-01293,2024-02-17,2024,2,Feb,2024-02,Customer_123,Consumer,Monitor,Technology,North,1,0.25,13211.06,-76.9,-0.58,Medium
ORD-00272,2024-02-17,2024,2,Feb,2024-02,Customer_175,Consumer,Pen Set,Office Supplies,East,7,0.0,1347.9,404.17,29.99,Low
ORD-00175,2024-02-18,2024,2,Feb,2024-02,Customer_064,Consumer,Cabinet,Furniture,West,1,0.2,9880.88,18.77,0.19,Low
ORD-00098,2024-02-19,2024,2,Feb,2024-02,Customer_006,Consumer,Keyboard,Technology,North,4,0.1,9242.17,1332.71,14.42,Low
ORD-00801,2024-02-19,2024,2,Feb,2024-02,Customer_274,Home Office,Printer Paper,Office Supplies,South,4,0.1,1638.32,374.06,22.83,Low
ORD-00319,2024-02-19,2024,2,Feb,2024-02,Customer_197,Consumer,Cabinet,Furniture,East,1,0.05,11754.45,1938.03,16.49,Medium
ORD-00992,2024-02-19,2024,2,Feb,2024-02,Customer_213,Consumer,Printer Paper,Office Supplies,East,2,0.1,817.87,158.52,19.38,Low
ORD-00335,2024-02-20,2024,2,Feb,2024-02,Customer_021,Consumer,Bookshelf,Furniture,East,5,0.15,32558.81,586.91,1.8,Medium
ORD-01499,2024-02-20,2024,2,Feb,2024-02,Customer_191,Home Office,Laptop,Technology,South,2,0.05,122265.84,18264.52,14.94,High
ORD-00220,2024-02-21,2024,2,Feb,2024-02,Customer_235,Consumer,Stapler,Office Supplies,North,2,0.2,510.25,52.93,10.37,Low
ORD-01134,2024-02-21,2024,2,Feb,2024-02,Customer_187,Consumer,Mouse,Technology,West,2,0.05,2149.91,423.01,19.68,Low
ORD-00711,2024-02-21,2024,2,Feb,2024-02,Customer_262,Consumer,Cabinet,Furniture,West,5,0.15,50102.14,1903.25,3.8,High
ORD-00253,2024-02-22,2024,2,Feb,2024-02,Customer_023,Home Office,Laptop,Technology,South,1,0.0,69254.31,14889.19,21.5,High
ORD-00745,2024-02-23,2024,2,Feb,2024-02,Customer_074,Consumer,Laptop,Technology,East,7,0.25,369299.78,-11845.16,-3.21,Very High
ORD-01179,2024-02-23,2024,2,Feb,2024-02,Customer_016,Consumer,Office Chair,Furniture,West,1,0.1,7514.19,541.67,7.21,Low
ORD-01129,2024-02-24,2024,2,Feb,2024-02,Customer_092,Home Office,Bookshelf,Furniture,North,7,0.05,54515.42,5784.21,10.61,High
ORD-00614,2024-02-24,2024,2,Feb,2024-02,Customer_243,Corporate,Laptop,Technology,North,4,0.1,231418.31,29423.15,12.71,Very High
ORD-00486,2024-02-24,2024,2,Feb,2024-02,Customer_208,Consumer,Folders,Office Supplies,West,1,0.15,170.87,22.26,13.03,Low
ORD-00831,2024-02-24,2024,2,Feb,2024-02,Customer_215,Corporate,Printer Paper,Office Supplies,West,4,0.1,1715.19,364.97,21.28,Low
ORD-00896,2024-02-24,2024,2,Feb,2024-02,Customer_012,Home Office,Table,Furniture,North,4,0.0,55566.74,11017.96,19.83,High
ORD-00655,2024-02-24,2024,2,Feb,2024-02,Customer_238,Corporate,Printer Paper,Office Supplies,East,5,0.2,1973.25,172.89,8.76,Low
ORD-00683,2024-02-24,2024,2,Feb,2024-02,Customer_025,Consumer,Notebook,Office Supplies,West,4,0.05,979.54,248.52,25.37,Low
ORD-00937,2024-02-27,2024,2,Feb,2024-02,Customer_115,Consumer,Webcam,Technology,West,1,0.2,2229.4,-9.55,-0.43,Low
ORD-00331,2024-02-27,2024,2,Feb,2024-02,Customer_055,Consumer,Table,Furniture,West,1,0.05,12734.68,2028.84,15.93,Medium
ORD-01283,2024-02-27,2024,2,Feb,2024-02,Customer_276,Consumer,Monitor,Technology,West,2,0.15,31365.67,2508.24,8.0,Medium
ORD-00079,2024-02-28,2024,2,Feb,2024-02,Customer_131,Corporate,Pen Set,Office Supplies,South,1,0.1,150.68,33.21,22.04,Low
ORD-01263,2024-02-29,2024,2,Feb,2024-02,Customer_220,Corporate,Pen Set,Office Supplies,South,2,0.0,374.0,111.63,29.85,Low
ORD-00523,2024-03-01,2024,3,Mar,2024-03,Customer_126,Consumer,Pen Set,Office Supplies,West,7,0.2,918.75,110.88,12.07,Low
ORD-01181,2024-03-01,2024,3,Mar,2024-03,Customer_282,Home Office,Desk,Furniture,North,3,0.15,41803.74,74.87,0.18,Medium
ORD-00667,2024-03-01,2024,3,Mar,2024-03,Customer_123,Corporate,Bookshelf,Furniture,North,1,0.2,6195.64,-345.35,-5.57,Low
ORD-00430,2024-03-02,2024,3,Mar,2024-03,Customer_177,Corporate,Headphones,Technology,North,5,0.0,16028.27,3275.34,20.43,Medium
ORD-01489,2024-03-02,2024,3,Mar,2024-03,Customer_218,Consumer,Printer Paper,Office Supplies,East,3,0.0,1265.71,359.95,28.44,Low
ORD-01389,2024-03-03,2024,3,Mar,2024-03,Customer_003,Home Office,Monitor,Technology,East,1,0.2,15805.99,417.32,2.64,Medium
ORD-01041,2024-03-03,2024,3,Mar,2024-03,Customer_040,Consumer,Headphones,Technology,North,6,0.25,17052.66,-1104.07,-6.47,Medium
ORD-00013,2024-03-06,2024,3,Mar,2024-03,Customer_139,Corporate,Office Chair,Furniture,North,5,0.0,45009.4,9128.28,20.28,Medium
ORD-00893,2024-03-07,2024,3,Mar,2024-03,Customer_290,Home Office,Monitor,Technology,East,5,0.15,74643.15,4321.04,5.79,High
ORD-01053,2024-03-07,2024,3,Mar,2024-03,Customer_236,Consumer,Office Chair,Furniture,North,6,0.25,43946.14,-3326.02,-7.57,Medium
ORD-01165,2024-03-08,2024,3,Mar,2024-03,Customer_157,Corporate,Headphones,Technology,West,2,0.15,6408.92,469.49,7.33,Low
ORD-01111,2024-03-08,2024,3,Mar,2024-03,Customer_286,Consumer,Office Chair,Furniture,North,5,0.15,37696.19,2201.83,5.84,Medium
ORD-00186,2024-03-10,2024,3,Mar,2024-03,Customer_217,Consumer,Keyboard,Technology,East,4,0.1,8486.17,1094.61,12.9,Low
ORD-00870,2024-03-10,2024,3,Mar,2024-03,Customer_148,Home Office,Office Chair,Furniture,West,4,0.05,33164.6,4013.33,12.1,Medium
ORD-00263,2024-03-10,2024,3,Mar,2024-03,Customer_130,Consumer,Desk,Furniture,North,5,0.2,62801.6,839.27,1.34,High
ORD-00347,2024-03-11,2024,3,Mar,2024-03,Customer_218,Home Office,Stapler,Office Supplies,West,7,0.0,2180.58,594.03,27.24,Low
ORD-01371,2024-03-12,2024,3,Mar,2024-03,Customer_192,Home Office,Stapler,Office Supplies,South,3,0.1,807.53,177.97,22.04,Low
ORD-00788,2024-03-14,2024,3,Mar,2024-03,Customer_141,Corporate,Mouse,Technology,South,1,0.05,1051.12,154.88,14.73,Low
ORD-00424,2024-03-14,2024,3,Mar,2024-03,Customer_078,Corporate,Table,Furniture,West,1,0.1,12147.55,1271.51,10.47,Medium
ORD-00135,2024-03-14,2024,3,Mar,2024-03,Customer_254,Consumer,Webcam,Technology,East,2,0.0,5896.28,1315.63,22.31,Low
ORD-00466,2024-03-15,2024,3,Mar,2024-03,Customer_170,Consumer,Headphones,Technology,North,2,0.0,6411.04,1331.97,20.78,Low
ORD-01006,2024-03-15,2024,3,Mar,2024-03,Customer_267,Corporate,Cabinet,Furniture,North,2,0.25,18576.63,-1242.14,-6.69,Medium
ORD-00747,2024-03-16,2024,3,Mar,2024-03,Customer_133,Consumer,Notebook,Office Supplies,South,6,0.0,1351.33,402.27,29.77,Low
ORD-01033,2024-03-17,2024,3,Mar,2024-03,Customer_096,Consumer,Cabinet,Furniture,East,2,0.05,25028.3,3765.4,15.04,Medium
ORD-00084,2024-03-17,2024,3,Mar,2024-03,Customer_276,Consumer,Printer Paper,Office Supplies,East,7,0.15,2504.8,410.44,16.39,Low
ORD-00749,2024-03-19,2024,3,Mar,2024-03,Customer_170,Consumer,Notebook,Office Supplies,South,5,0.0,1198.32,348.92,29.12,Low
ORD-01309,2024-03-19,2024,3,Mar,2024-03,Customer_123,Consumer,Printer Paper,Office Supplies,North,2,0.05,917.56,212.21,23.13,Low
ORD-01317,2024-03-20,2024,3,Mar,2024-03,Customer_224,Consumer,Notebook,Office Supplies,South,6,0.25,1235.88,22.46,1.82,Low
ORD-00035,2024-03-20,2024,3,Mar,2024-03,Customer_240,Home Office,Notebook,Office Supplies,East,2,0.05,477.92,112.64,23.57,Low
ORD-01383,2024-03-20,2024,3,Mar,2024-03,Customer_211,Corporate,Keyboard,Technology,East,2,0.1,4415.43,566.28,12.83,Low
ORD-00504,2024-03-21,2024,3,Mar,2024-03,Customer_152,Consumer,Table,Furniture,West,6,0.1,69681.83,7953.68,11.41,High
ORD-00781,2024-03-21,2024,3,Mar,2024-03,Customer_222,Consumer,Cabinet,Furniture,East,6,0.0,76460.68,12277.49,16.06,High
ORD-00161,2024-03-22,2024,3,Mar,2024-03,Customer_053,Home Office,Mouse,Technology,South,5,0.1,5456.36,727.22,13.33,Low
ORD-00554,2024-03-22,2024,3,Mar,2024-03,Customer_300,Consumer,Pen Set,Office Supplies,North,5,0.1,729.31,124.72,17.1,Low
ORD-00441,2024-03-24,2024,3,Mar,2024-03,Customer_235,Corporate,Monitor,Technology,North,3,0.2,41612.62,1996.98,4.8,Medium
ORD-01320,2024-03-25,2024,3,Mar,2024-03,Customer_109,Consumer,Folders,Office Supplies,West,3,0.15,593.29,72.2,12.17,Low
ORD-01012,2024-03-25,2024,3,Mar,2024-03,Customer_243,Home Office,Table,Furniture,South,6,0.2,71163.69,-76.15,-0.11,High
ORD-01026,2024-03-25,2024,3,Mar,2024-03,Customer_277,Home Office,Laptop,Technology,South,7,0.05,411402.84,75337.66,18.31,Very High
ORD-00871,2024-03-26,2024,3,Mar,2024-03,Customer_183,Corporate,Notebook,Office Supplies,North,1,0.25,182.8,13.42,7.34,Low
ORD-00398,2024-03-26,2024,3,Mar,2024-03,Customer_192,Consumer,Office Chair,Furniture,South,1,0.05,8065.44,996.82,12.36,Low
ORD-00994,2024-03-28,2024,3,Mar,2024-03,Customer_216,Corporate,Folders,Office Supplies,South,3,0.1,568.84,111.95,19.68,Low
ORD-00860,2024-03-28,2024,3,Mar,2024-03,Customer_047,Consumer,Mouse,Technology,East,7,0.2,7047.73,-70.51,-1.0,Low
ORD-01196,2024-03-28,2024,3,Mar,2024-03,Customer_101,Corporate,Folders,Office Supplies,West,4,0.0,866.26,240.12,27.72,Low
ORD-01237,2024-03-28,2024,3,Mar,2024-03,Customer_063,Consumer,Folders,Office Supplies,South,3,0.05,625.87,149.1,23.82,Low
ORD-01368,2024-03-28,2024,3,Mar,2024-03,Customer_126,Corporate,Mouse,Technology,East,3,0.15,2785.94,218.16,7.83,Low
ORD-00180,2024-03-30,2024,3,Mar,2024-03,Customer_227,Home Office,Cabinet,Furniture,South,7,0.2,67550.25,-4439.91,-6.57,High
ORD-00692,2024-03-30,2024,3,Mar,2024-03,Customer_264,Consumer,Office Chair,Furniture,West,1,0.1,7735.39,727.58,9.41,Low
ORD-00621,2024-03-31,2024,3,Mar,2024-03,Customer_071,Corporate,Notebook,Office Supplies,North,1,0.2,217.99,17.62,8.08,Low
ORD-01124,2024-04-02,2024,4,Apr,2024-04,Customer_224,Consumer,Notebook,Office Supplies,East,1,0.1,203.28,44.76,22.02,Low
ORD-01240,2024-04-02,2024,4,Apr,2024-04,Customer_234,Corporate,Office Chair,Furniture,South,1,0.15,8072.58,164.22,2.03,Low
ORD-01160,2024-04-02,2024,4,Apr,2024-04,Customer_175,Home Office,Headphones,Technology,West,2,0.05,6513.2,1069.09,16.41,Low
ORD-01447,2024-04-02,2024,4,Apr,2024-04,Customer_091,Consumer,Laptop,Technology,North,2,0.0,141703.74,34501.13,24.35,High
ORD-00002,2024-04-03,2024,4,Apr,2024-04,Customer_112,Consumer,Stapler,Office Supplies,East,4,0.25,925.9,14.08,1.52,Low
ORD-00783,2024-04-03,2024,4,Apr,2024-04,Customer_136,Consumer,Stapler,Office Supplies,North,1,0.15,280.44,51.9,18.51,Low
ORD-00151,2024-04-04,2024,4,Apr,2024-04,Customer_042,Consumer,Stapler,Office Supplies,North,6,0.05,1769.76,384.44,21.72,Low
ORD-00144,2024-04-04,2024,4,Apr,2024-04,Customer_190,Consumer,Bookshelf,Furniture,West,6,0.1,46844.81,4781.47,10.21,Medium
ORD-00778,2024-04-04,2024,4,Apr,2024-04,Customer_246,Home Office,Notebook,Office Supplies,North,2,0.2,436.84,50.9,11.65,Low
ORD-00006,2024-04-04,2024,4,Apr,2024-04,Unknown Customer,Consumer,Notebook,Office Supplies,South,3,0.15,629.49,82.08,13.04,Low
ORD-01433,2024-04-04,2024,4,Apr,2024-04,Customer_049,Home Office,Desk,Furniture,North,2,0.2,24722.19,-773.87,-3.13,Medium
