Order_ID,Order_Date,Customer_Name,Segment,Product_Name,Category,Region,Quantity,Discount,Sales,Profit
ORD-00044,2025-01-26,Customer_258,Corporate,Notebook,Office Supplies,West,7,0.1,1538.8,294.02
ORD-00045,2024-04-12,Customer_126,Consumer,Monitor,Technology,North,2,0.05,33293.78,6250.02
ORD-00046,2024-10-04,Customer_090,Corporate,Pen Set,Office Supplies,South,2,0.25,292.48,12.13
ORD-00047,2025-01-25,Customer_196,Home Office,Pen Set,Office Supplies,South,4,0.2,579.77,52.43
ORD-00048,2025-06-20,Customer_209,Consumer,Monitor,Technology,North,5,0.2,66702.28,1072.46
ORD-00049,2025-06-13,Customer_281,Consumer,Office Chair,Furniture,East,4,0.0,39303.94,6298.93
ORD-00050,2025-07-25,Customer_284,Corporate,Bookshelf,Furniture,South,7,0.05,54158.41,8925.58
ORD-00051,2024-05-05,Customer_172,Corporate,Cabinet,Furniture,North,1,0.1,10848.88,755.64
ORD-00052,2024-12-25,Customer_280,Corporate,Stapler,Office Supplies,East,1,0.0,277.03,84.15
ORD-00053,2024-11-01,Customer_202,Corporate,Cabinet,Furniture,East,2,0.05,24616.55,2922.32
ORD-00054,2024-09-22,Customer_048,Consumer,Desk,Furniture,West,3,0.0,48925.15,9005.82
ORD-00055,2025-06-16,Customer_281,Corporate,Pen Set,Office Supplies,North,7,0.2,1003.84,109.32
ORD-00056,2025-06-07,Customer_036,Home Office,Table,Furniture,North,3,0.2,34521.14,207.21
ORD-00057,2025-05-15,Customer_137,Consumer,Bookshelf,Furniture,North,1,0.2,6138.06,-132.59
ORD-00058,2024-08-08,Customer_235,Home Office,Keyboard,Technology,North,6,0.0,16491.1,3237.83
ORD-00059,2025-09-02,Customer_300,Consumer,Pen Set,Office Supplies,West,5,0.15,787.97,142.38
ORD-00060,2024-01-22,Customer_043,Consumer,Folders,Office Supplies,West,4,0.2,661.51,46.59
ORD-00061,2024-01-27,Customer_016,Consumer,Mouse,Technology,West,2,0.15,2163.0,219.64
ORD-00062,2024-02-11,Customer_279,Home Office,Webcam,Technology,North,7,0.2,17465.69,-23.8
ORD-00063,2024-05-27,Customer_152,Consumer,Office Chair,Furniture,South,5,0.2,36936.09,-1986.89
ORD-00064,2025-06-20,Customer_082,Consumer,Office Chair,Furniture,West,1,0.15,8384.71,223.75
ORD-00065,2025-03-25,Customer_266,Consumer,Office Chair,Furniture,North,2,0.15,14299.77,955.28
ORD-00066,2025-12-16,Customer_236,Consumer,Notebook,Office Supplies,South,4,0.15,862.31,152.62
ORD-00067,2024-08-07,Customer_210,Corporate,Webcam,Technology,East,4,0.15,11098.81,1200.47
ORD-00068,2024-10-21,Customer_036,Consumer,Bookshelf,Furniture,East,1,0.0,7644.92,1474.03
ORD-00069,2025-03-22,Customer_124,Corporate,Bookshelf,Furniture,West,7,0.1,47553.7,3920.91
ORD-00070,2024-01-27,Customer_143,Consumer,Desk,Furniture,West,4,0.05,57826.02,7650.4
ORD-00071,2025-04-18,Customer_095,Corporate,Cabinet,Furniture,East,5,,48471.79,-939.2
ORD-00072,2024-09-20,Customer_222,Corporate,Cabinet,Furniture,East,6,0.2,62450.58,-1579.87
ORD-00073,2025-08-06,Customer_252,Consumer,Printer Paper,Office Supplies,South,4,0.1,1495.54,340.07
ORD-00074,2024-02-10,Customer_101,Consumer,Folders,Office Supplies,West,4,0.0,847.25,225.38
ORD-00075,2025-08-26,Customer_112,Home Office,Notebook,Office Supplies,South,3,0.0,765.13,231.0
ORD-00076,2025-11-30,Customer_232,Home Office,Desk,Furniture,East,4,0.05,59139.38,7253.93
ORD-00077,2025-04-12,Customer_063,Consumer,Pen Set,Office Supplies,West,5,0.1,755.53,167.26
ORD-00078,2025-12-23,Customer_252,Corporate,Table,Furniture,West,2,0.25,19494.7,-1731.26
ORD-00079,2024-02-28,Customer_131,Corporate,Pen Set,Office Supplies,South,1,0.1,150.68,33.21
ORD-00080,2024-02-02,Customer_088,Consumer,Webcam,Technology,West,2,0.1,5493.36,735.0
ORD-00081,2024-06-26,Customer_192,Home Office,Laptop,Technology,South,6,0.15,342784.48,21613.51
ORD-00082,2024-09-24,Customer_102,Corporate,Office Chair,Furniture,East,7,0.2,50224.33,-2361.92
ORD-00083,2025-01-03,Customer_177,Home Office,Folders,Office Supplies,South,3,0.2,511.17,51.16
ORD-00084,2024-03-17,Customer_276,Consumer,Printer Paper,Office Supplies,East,7,0.15,2504.8,410.44
ORD-00085,2024-01-19,Customer_135,Home Office,Monitor,Technology,South,5,0.05,87183.96,18422.76
ORD-00086,2025-05-28,Customer_295,Corporate,Desk,Furniture,North,5,0.15,63463.2,959.42
ORD-00087,2025-06-10,Customer_235,Home Office,Table,Furniture,East,5,0.2,51677.97,-2276.82
ORD-00088,2025-02-07,Customer_291,Corporate,Printer Paper,Office Supplies,East,3,0.25,969.62,21.38
ORD-00089,2024-09-09,Customer_013,Consumer,Stapler,Office Supplies,East,3,0.2,718.52,46.73
ORD-00090,2025-12-14,Customer_239,Consumer,Printer Paper,Office Supplies,South,1,0.0,454.99,119.48
ORD-00091,2025-08-23,Customer_112,Consumer,Webcam,Technology,South,1,0.0,2765.57,578.17
ORD-00092,2025-07-18,Customer_222,Home Office,Stapler,Office Supplies,East,6,0.2,1310.1,156.05
ORD-00093,2025-09-18,Customer_155,Consumer,Mouse,Technology,North,7,0.15,6468.28,579.52
ORD-00094,2025-05-05,Customer_256,Consumer,Folders,Office Supplies,East,3,0.05,671.31,170.71
ORD-00095,2024-10-16,Customer_266,Consumer,Printer Paper,Office Supplies,South,4,0.05,1568.01,394.65
ORD-00096,2025-08-12,Customer_089,Home Office,Cabinet,Furniture,South,5,0.1,50077.67,4178.06
ORD-00097,2025-05-26,Customer_118,Corporate,Webcam,Technology,West,1,0.25,2248.61,-21.54
ORD-00098,2024-02-19,Customer_006,Consumer,Keyboard,Technology,North,4,0.1,9242.17,1332.71
ORD-00099,2025-12-01,Customer_163,Corporate,Bookshelf,Furniture,West,4,0.05,32813.74,5090.54
ORD-00100,2025-10-25,Customer_223,Corporate,Desk,Furniture,West,7,0.15,91988.89,4670.92
ORD-00101,2024-08-23,Customer_263,Consumer,Pen Set,Office Supplies,South,3,0.05,519.31,116.53
ORD-00102,2024-11-16,Customer_299,Consumer,Cabinet,Furniture,East,7,0.15,75893.04,320.76
ORD-00103,2024-05-15,Customer_031,Corporate,Headphones,Technology,South,3,0.15,9737.8,792.83
ORD-00104,2024-01-27,Customer_031,Home Office,Printer Paper,Office Supplies,North,6,0.0,2562.88,781.74
ORD-00105,2025-01-11,Customer_016,Consumer,Printer Paper,Office Supplies,South,1,0.0,439.61,134.22
ORD-00106,2024-05-31,Customer_119,Consumer,Stapler,Office Supplies,South,4,0.1,972.36,218.61
ORD-00107,2024-01-01,Customer_147,Corporate,Table,Furniture,North,2,0.05,26234.66,3081.71
ORD-00108,2024-07-09,Customer_073,Consumer,Table,Furniture,East,5,0.1,65309.06,7098.85
ORD-00109,2025-11-10,Customer_139,Consumer,Pen Set,Office Supplies,North,4,0.15,569.22,104.52
ORD-00110,2025-11-01,Customer_057,Consumer,Laptop,Technology,North,7,0.0,419567.28,89159.17
ORD-00111,2025-02-19,Customer_255,Corporate,Desk,Furniture,North,5,0.0,80300.54,13826.61
ORD-00112,2025-07-18,Customer_077,Home Office,Office Chair,Furniture,West,3,0.25,20065.55,-2054.3
ORD-00113,2024-09-20,Customer_096,Home Office,Folders,Office Supplies,North,2,0.2,359.09,43.24
ORD-00114,2024-08-19,Customer_009,Consumer,Bookshelf,Furniture,East,7,0.05,48082.52,7690.37
ORD-00115,2025-05-31,Customer_096,Corporate,Cabinet,Furniture,West,6,0.2,58680.93,332.48
ORD-00116,2025-05-20,Customer_153,Consumer,Notebook,Office Supplies,East,6,0.25,1013.4,78.16
ORD-00117,2025-03-02,Customer_270,Consumer,Table,Furniture,East,5,0.2,56405.44,-1973.45
ORD-00118,2024-02-06,Customer_089,Corporate,Monitor,Technology,East,1,0.15,16328.91,1922.33
ORD-00119,2024-06-17,Customer_077,Home Office,Mouse,Technology,North,6,0.15,6185.53,556.55
ORD-00120,2025-06-13,Customer_228,Corporate,Stapler,Office Supplies,East,2,0.25,442.73,17.21
ORD-00121,2025-08-04,Customer_123,Corporate,Notebook,Office Supplies,North,3,0.0,808.45,231.25
ORD-00122,2024-04-19,Customer_054,Home Office,Headphones,Technology,South,2,0.05,7127.45,1082.28
ORD-00123,2024-12-08,Customer_264,Corporate,Monitor,Technology,South,5,0.1,81275.72,9474.66
ORD-00124,2025-07-25,Customer_032,Corporate,Cabinet,Furniture,East,4,0.25,38632.12,-4612.94
ORD-00125,2024-05-29,Customer_007,Corporate,Office Chair,Furniture,North,4,0.25,26336.58,-2963.28
ORD-00126,2024-10-15,Customer_183,Consumer,Folders,Office Supplies,East,3,0.15,550.81,80.44
ORD-00127,2024-12-07,Customer_114,Consumer,Table,Furniture,East,3,0.1,35011.18,3972.43
ORD-00128,2024-09-04,Customer_074,Home Office,Headphones,Technology,North,6,0.0,22064.72,4329.61
ORD-00129,2024-05-27,Customer_157,Consumer,Desk,Furniture,South,4,0.1,51401.95,6273.13
ORD-00130,2025-12-01,Customer_149,Corporate,Keyboard,Technology,North,5,0.0,11881.09,2765.99
ORD-00131,2025-10-01,Customer_296,Home Office,Headphones,Technology,South,1,0.25,2862.82,-12.53
ORD-00132,2024-08-10,Customer_030,Corporate,Office Chair,Furniture,West,3,0.2,22104.39,-629.4
ORD-00133,2024-07-03,Customer_256,Consumer,Office Chair,Furniture,North,1,0.15,8009.75,408.78
ORD-00134,2024-10-22,Customer_232,Corporate,Pen Set,Office Supplies,West,1,0.05,186.1,49.34
ORD-00135,2024-03-14,Customer_254,Consumer,Webcam,Technology,East,2,0.0,5896.28,1315.63
ORD-00136,2025-06-02,Customer_263,Home Office,Monitor,Technology,West,5,0.05,86027.54,16816.07
ORD-00137,2024-04-27,Customer_267,Home Office,Monitor,Technology,South,1,0.2,14450.87,371.86
ORD-00138,2025-01-26,Customer_040,Consumer,Bookshelf,Furniture,South,3,0.0,26170.8,4741.59
ORD-00139,2024-04-29,Customer_063,Corporate,Folders,Office Supplies,North,7,0.05,1325.49,351.53
ORD-00140,2024-08-22,Customer_140,Corporate,Webcam,Technology,North,1,0.1,2717.22,421.22
ORD-00141,2025-08-20,Customer_141,Corporate,Folders,Office Supplies,North,3,0.0,715.53,206.88
ORD-00142,2024-09-06,Customer_187,Corporate,Office Chair,Furniture,West,5,0.2,38114.17,-52.61
ORD-00143,2024-11-15,Customer_001,Corporate,Webcam,Technology,East,6,0.25,12908.42,-46.0
ORD-00144,2024-04-04,Customer_190,Consumer,Bookshelf,Furniture,West,6,0.1,46844.81,4781.47
ORD-00145,2024-12-02,Customer_180,Corporate,Cabinet,Furniture,East,5,0.1,58860.66,5906.86
ORD-00146,2025-05-10,Customer_013,Home Office,Office Chair,Furniture,North,5,0.1,43679.15,3087.87
ORD-00147,2025-01-22,Customer_091,Corporate,Webcam,Technology,South,2,0.25,4379.7,-262.1
ORD-00148,2025-02-14,Customer_153,Corporate,Bookshelf,Furniture,West,5,0.25,29515.81,-3134.5
ORD-00149,2024-10-24,Customer_038,Consumer,Desk,Furniture,East,2,0.0,31004.94,5264.58
ORD-00150,2024-01-15,Customer_060,Consumer,Stapler,Office Supplies,South,6,0.2,1543.86,182.54
ORD-00151,2024-04-04,Customer_042,Consumer,Stapler,Office Supplies,North,6,0.05,1769.76,384.44
ORD-00152,2025-01-30,Customer_286,Corporate,Pen Set,Office Supplies,West,6,0.15,873.04,126.1
ORD-00153,2025-12-13,Customer_206,Consumer,Monitor,Technology,East,4,0.0,70560.88,13871.8
ORD-00154,2024-11-20,Customer_257,Home Office,Stapler,Office Supplies,South,6,0.05,1725.24,418.75
ORD-00155,2024-08-31,Customer_274,Consumer,Cabinet,Furniture,West,3,0.25,28853.94,-3899.91
ORD-00156,2025-07-12,Customer_145,Corporate,Headphones,Technology,West,1,0.1,2986.34,368.19
ORD-00157,2024-07-07,Customer_123,Corporate,Desk,Furniture,South,3,0.05,45452.28,5088.1
ORD-00158,2024-01-06,Customer_240,Consumer,Office Chair,Furniture,South,4,0.2,26716.78,-1268.93
ORD-00159,2024-10-11,Customer_058,Home Office,Office Chair,Furniture,North,3,0.0,26583.12,4576.28
ORD-00160,2025-12-16,Customer_042,Consumer,Folders,Office Supplies,South,7,0.2,1175.48,84.98
ORD-00161,2024-03-22,Customer_053,Home Office,Mouse,Technology,South,5,0.1,5456.36,727.22
ORD-00162,2025-04-21,Customer_300,Home Office,Headphones,Technology,West,1,0.1,2894.98,340.26
ORD-00163,2024-08-20,Customer_128,Consumer,Webcam,Technology,South,2,0.0,6206.72,1422.28
ORD-00164,2025-08-30,Customer_125,Home Office,Headphones,Technology,East,7,0.05,24433.26,3888.57
ORD-00165,2025-10-13,Customer_264,Consumer,Keyboard,Technology,North,4,0.0,9307.05,2027.9
ORD-00166,2024-02-08,Customer_131,Consumer,Laptop,Technology,East,1,0.2,47162.32,618.95
ORD-00167,2024-05-02,Customer_259,Consumer,Folders,Office Supplies,South,1,0.2,177.37,13.66
ORD-00168,2024-10-14,Customer_078,Corporate,Laptop,Technology,South,5,0.2,260217.29,1425.8
ORD-00169,2024-09-25,Customer_063,Consumer,Printer Paper,Office Supplies,South,5,0.2,1662.81,215.85
ORD-00170,2024-05-08,Customer_120,Home Office,Office Chair,Furniture,North,1,0.25,6260.24,-668.36
ORD-00171,2024-10-13,Customer_293,Home Office,Keyboard,Technology,West,7,0.2,13138.44,614.59
ORD-00172,2024-07-30,Customer_170,Corporate,Cabinet,Furniture,West,1,0.1,11509.66,846.46
ORD-00173,2024-02-06,Customer_146,Corporate,Office Chair,Furniture,East,3,0.05,25232.71,3003.52
ORD-00174,2025-02-13,Customer_082,Consumer,Headphones,Technology,South,6,0.1,18199.75,2345.76
ORD-00175,2024-02-18,Customer_064,Consumer,Cabinet,Furniture,West,1,0.2,9880.88,18.77
ORD-00176,2024-12-09,Customer_281,Consumer,Folders,Office Supplies,North,6,0.0,1244.81,342.4
ORD-00177,2025-05-11,Customer_030,Consumer,Office Chair,Furniture,South,7,0.05,58925.13,9381.21
ORD-00178,2025-09-20,Customer_109,Consumer,Laptop,Technology,East,3,0.0,189437.42,44456.42
ORD-00179,2024-05-29,Customer_279,Home Office,Stapler,Office Supplies,South,1,0.0,276.44,83.53
ORD-00180,2024-03-30,Customer_227,Home Office,Cabinet,Furniture,South,7,0.2,67550.25,-4439.91
ORD-00181,2024-10-19,Customer_285,Consumer,Office Chair,Furniture,North,4,0.15,32473.89,1972.33
ORD-00182,2024-12-30,Customer_292,Consumer,Folders,Office Supplies,South,3,0.1,581.83,113.21
ORD-00183,2024-08-22,Customer_031,Consumer,Office Chair,Furniture,East,7,0.2,51300.46,-688.0
ORD-00184,2024-11-11,Customer_279,Corporate,Printer Paper,Office Supplies,South,3,0.25,990.53,52.61
ORD-00185,2025-02-18,Customer_198,Consumer,Keyboard,Technology,West,3,0.1,6507.97,937.34
ORD-00186,2024-03-10,Customer_217,Consumer,Keyboard,Technology,East,4,0.1,8486.17,1094.61
ORD-00187,2024-07-06,Customer_279,Home Office,Stapler,Office Supplies,East,7,0.15,1845.31,338.17
ORD-00188,2024-10-13,Customer_174,Home Office,Table,Furniture,West,7,0.0,88955.42,14959.15
ORD-00189,2024-01-20,Customer_256,Corporate,Printer Paper,Office Supplies,North,2,0.1,804.45,186.35
ORD-00190,2024-08-29,Customer_112,Home Office,Cabinet,Furniture,West,7,0.15,68120.48,4188.64
ORD-00191,2024-12-28,Customer_290,Corporate,Cabinet,Furniture,North,2,0.25,19280.31,-1272.68
ORD-00192,2025-10-03,Customer_031,Consumer,Printer Paper,Office Supplies,West,1,0.2,358.69,34.21
ORD-00193,2025-03-19,Customer_111,Consumer,Table,Furniture,East,7,0.1,81468.56,5491.38
ORD-00194,2024-07-26,Customer_263,Consumer,Webcam,Technology,North,6,0.0,18073.65,4017.17
ORD-00195,2024-04-29,Customer_114,Corporate,Cabinet,Furniture,East,1,0.15,9261.79,354.24
ORD-00196,2024-06-05,Customer_057,Consumer,Printer Paper,Office Supplies,West,5,0.05,1965.14,422.47
ORD-00197,2025-08-13,Customer_025,Home Office,Keyboard,Technology,North,2,0.15,4565.7,331.01
ORD-00198,2024-11-10,Customer_161,Consumer,Bookshelf,Furniture,North,2,0.25,13100.9,-696.1
ORD-00199,2024-08-08,Customer_014,Home Office,Headphones,Technology,East,3,0.25,8406.52,-68.73
ORD-00200,2025-09-01,Customer_161,Consumer,Laptop,Technology,North,6,0.25,296445.71,-9323.16
ORD-00201,2024-02-16,Customer_094,Home Office,Printer Paper,Office Supplies,West,3,0.05,1227.62,262.65
ORD-00202,2025-09-25,Customer_250,Corporate,Laptop,Technology,East,4,0.25,208344.03,-16019.45
ORD-00203,2025-08-03,Customer_164,Corporate,Office Chair,Furniture,West,3,0.2,23638.19,-988.0
ORD-00204,2024-11-29,Customer_109,Consumer,Printer Paper,Office Supplies,South,2,0.1,743.54,168.82
ORD-00205,2024-11-21,Customer_184,Home Office,Cabinet,Furniture,East,6,0.0,67068.34,13366.6
ORD-00206,2024-06-08,Customer_281,Corporate,Webcam,Technology,West,5,0.25,10656.81,-26.5
ORD-00207,2024-02-16,Customer_171,Consumer,Office Chair,Furniture,West,2,0.25,13600.49,-1419.26
ORD-00208,2025-08-07,Customer_260,Corporate,Pen Set,Office Supplies,East,5,0.25,654.47,46.76
ORD-00209,2024-11-15,Customer_114,Home Office,Desk,Furniture,South,6,0.2,72582.86,73.29
ORD-00210,2025-04-21,Customer_131,Corporate,Desk,Furniture,North,2,0.05,29764.87,4753.67
ORD-00211,2024-05-17,Customer_150,Consumer,Folders,Office Supplies,West,5,0.1,991.62,202.34
ORD-00212,2024-12-20,Customer_127,Consumer,Webcam,Technology,North,7,0.0,21390.42,5068.99
ORD-00213,2024-02-07,Customer_141,Home Office,Stapler,Office Supplies,East,1,0.2,238.83,31.44
ORD-00214,2025-04-18,Customer_129,Corporate,Folders,Office Supplies,East,7,0.15,1402.26,202.01
ORD-00215,2025-04-28,Customer_289,Corporate,Keyboard,Technology,South,7,0.1,15514.01,1732.8
ORD-00216,2025-06-21,Customer_065,Consumer,Bookshelf,Furniture,North,4,0.2,23711.51,-6.73
ORD-00217,2025-06-29,Customer_082,Home Office,Cabinet,Furniture,North,6,0.0,78567.07,15923.18
ORD-00218,2024-07-31,Customer_265,Corporate,Monitor,Technology,South,2,0.2,29998.99,1510.03
ORD-00219,2024-12-15,Customer_083,Consumer,Pen Set,Office Supplies,West,3,0.05,474.76,113.5
ORD-00220,2024-02-21,Customer_235,Consumer,Stapler,Office Supplies,North,2,0.2,510.25,52.93
ORD-00221,2024-06-24,Customer_053,Consumer,Table,Furniture,South,2,0.1,24655.98,2657.23
ORD-00222,2024-08-17,Customer_040,Consumer,Stapler,Office Supplies,North,3,0.1,778.08,162.13
ORD-00223,2025-07-11,Customer_150,Home Office,Pen Set,Office Supplies,East,3,0.15,492.71,58.7
ORD-00224,2025-10-11,Customer_238,Home Office,Cabinet,Furniture,South,4,0.1,39581.17,4915.24
ORD-00225,2024-12-26,Customer_171,Consumer,Bookshelf,Furniture,South,4,0.1,30738.89,3609.16
ORD-00226,2025-08-01,Customer_299,Home Office,Pen Set,Office Supplies,North,6,0.2,931.37,105.59
ORD-00227,2024-07-14,Customer_282,Corporate,Keyboard,Technology,East,5,0.05,12010.38,2309.92
ORD-00228,2024-05-22,Customer_285,Consumer,Monitor,Technology,North,5,0.1,86412.76,10435.3
ORD-00229,2024-05-08,Customer_080,Home Office,Notebook,Office Supplies,East,7,0.25,1218.01,32.1
ORD-00230,2024-06-20,Customer_290,Consumer,Folders,Office Supplies,South,3,0.05,618.22,152.2
ORD-00231,2025-07-20,Customer_114,Corporate,Pen Set,Office Supplies,West,5,0.2,678.68,92.09
ORD-00232,2025-12-26,Customer_063,Consumer,Bookshelf,Furniture,South,2,0.1,15292.63,1817.42
ORD-00233,2025-06-29,Customer_057,Consumer,Keyboard,Technology,South,2,0.05,4664.55,841.01
ORD-00234,2025-04-13,Customer_295,Corporate,Folders,Office Supplies,East,1,0.1,194.17,33.57
ORD-00235,2025-06-16,Customer_030,Corporate,Monitor,Technology,West,7,0.1,106608.76,16540.06
ORD-00236,2024-07-30,Customer_273,Corporate,Bookshelf,Furniture,North,2,0.2,12201.04,-79.05
ORD-00237,2024-04-08,Customer_121,Home Office,Monitor,Technology,South,4,0.05,73142.46,13572.95
ORD-00238,2024-04-28,Customer_235,Corporate,Laptop,Technology,North,4,0.05,267619.34,41719.82
ORD-00239,2024-06-15,Customer_261,Consumer,Webcam,Technology,North,7,0.05,20424.48,3306.14
ORD-00240,2025-07-24,Customer_219,Home Office,Office Chair,Furniture,North,1,0.1,8710.22,756.81
ORD-00241,2025-08-21,Customer_087,Corporate,Stapler,Office Supplies,North,5,0.0,1421.5,397.79
ORD-00242,2025-03-01,Customer_237,Consumer,Printer Paper,Office Supplies,East,6,0.25,1922.42,41.98
ORD-00243,2025-01-16,Customer_239,Consumer,Headphones,Technology,South,3,0.25,8224.39,-614.9
ORD-00244,2024-09-13,Customer_143,Corporate,Webcam,Technology,South,5,0.25,10336.07,-338.09
ORD-00245,2024-07-26,Customer_115,Corporate,Table,Furniture,North,5,0.25,56527.06,-4293.54
ORD-00246,2024-09-02,Customer_198,Corporate,Headphones,Technology,North,3,0.2,7601.08,355.94
ORD-00247,2025-02-15,Customer_017,Consumer,Stapler,Office Supplies,South,4,0.05,1223.24,330.95
ORD-00248,2025-11-20,Customer_225,Consumer,Pen Set,Office Supplies,South,3,0.05,550.61,125.09
ORD-00249,2024-06-06,Customer_234,Corporate,Folders,Office Supplies,South,3,0.05,593.24,160.63
ORD-00250,2025-06-02,Customer_224,Corporate,Table,Furniture,South,3,0.1,37619.57,3482.35
ORD-00251,2024-05-27,Customer_244,Home Office,Mouse,Technology,South,6,0.05,6947.54,1407.06
ORD-00252,2025-10-21,Customer_100,Home Office,Webcam,Technology,North,6,0.0,16962.38,4165.69
ORD-00253,2024-02-22,Customer_023,Home Office,Laptop,Technology,South,1,0.0,69254.31,14889.19
ORD-00254,2025-04-05,Customer_192,Home Office,Headphones,Technology,North,3,0.1,9852.1,1349.55
ORD-00255,2024-12-07,Customer_239,Consumer,Pen Set,Office Supplies,North,3,0.05,477.45,122.94
ORD-00256,2024-08-29,Customer_257,Corporate,Folders,Office Supplies,East,5,0.0,1158.31,337.16
ORD-00257,2025-05-17,Customer_089,Home Office,Pen Set,Office Supplies,South,1,0.15,146.57,21.88
ORD-00258,2025-03-21,Customer_041,Corporate,Mouse,Technology,South,7,0.15,7389.54,509.5
ORD-00259,2024-11-22,Customer_027,Consumer,Office Chair,Furniture,West,4,0.05,33796.18,4057.87
ORD-00260,2025-08-28,Customer_229,Corporate,Pen Set,Office Supplies,West,1,0.1,161.97,31.15
ORD-00261,2024-12-25,Customer_181,Corporate,Folders,Office Supplies,West,5,0.2,804.65,79.56
